sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity
VDUS-Z1AK-USBU1A-A1S1	X0029BBNSH	B07VFWRVPS		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z1AK-USBU1A-A2S1	B07VFWRVPS	B07VFWRVPS		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z1AK-USPK1A-A1S1	X0029HUAQR	B07VM866DV		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z1AK-USPK1A-A1S2	B07VM866DV	B07VM866DV		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z4AA-USBK4A-A1S1	X00287VYEF	B07TBM1SVR		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z4AA-USBK4A-A1S2	B07TBM1SVR	B07TBM1SVR		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z4AA-USGY4A-A2S2	X002DRHE2L	B07ZVNSX4Z		Unknown					0	0	0	0	0		0	0	0	0
VDUS-Z4BB-USBK4A-A1S1	X0029CXMUN	B07TYCN1PG		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-3D0002-USGY2A-AC1SC1	X002F3YHQJ	B082TTS6X7		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-4D0002-USCR2A-AC1SC1	X002FBLRNR	B083BMD4VJ		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-PH05-USGY0A-AC1SC1	X002A3UWXL	B07WGXXCWR		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-PH06-USGY0A-AC1SC1	B07X9YBJZQ	B07X9YBJZQ		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-S30H-USSV4A-AC1SC1	X002FE30EX	B083BRVG28		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-TM04-USCR4A-AC1SC1	X002BUWVO1	B07YJT9Q71		Unknown					0	0	0	0	0		0	0	0	0
VNTP1-ZTBB-USBK4A-AC1SC1	X002ATT2YZ	B07WZC91PF		Unknown					0	0	0	0	0		0	0	0	0
X8-HLRI-A9OG	B07DXQ9NNY	B07DXQ9NNY		Unknown					0	0	0	0	0		0	0	0	0
